country,region,year,month,avg_temperature,rainfall_mm,festival,covid_restriction,gdp_growth_rate,foreign_exchange_rate,internet_mentions,global_travel_index,airline_ticket_price,hotel_occupancy_rate,visa_required,num_tourists,revenue_usd
South Africa,Africa,2020,Jul,24.4,36.3,Yes,None,6.23,103.33,1001,73.35,499.55,92.67,No,46551,34264714.33
Kenya,Africa,2024,Aug,19.3,57.6,No,None,1.99,56.59,959,84.67,524.86,91.07,Yes,62036,59203241.45
South Africa,Africa,2019,Aug,23.3,111.0,Yes,Partial,1.96,45.33,1009,85.26,602.22,74.45,Yes,27187,17221116.16
Thailand,Asia,2022,Jul,17.9,52.6,Yes,None,4.02,18.66,970,78.74,566.88,47.41,Yes,52065,24324458.85
Japan,Asia,2020,Jan,23.2,132.9,Yes,None,3.46,112.67,968,89.23,357.71,64.07,Yes,74494,70183761.32
Morocco,Africa,2025,Mar,29.4,36.2,No,None,2.97,47.71,1061,44.06,653.09,87.62,Yes,55173,48802113.18
Canada,Americas,2013,May,23.6,143.7,No,None,2.01,9.29,1064,53.96,506.03,85.78,No,96933,64375166.17
Argentina,Americas,2022,Oct,11.6,31.8,No,None,3.18,114.94,981,50.76,423.42,89.77,No,63830,65595118.53
Vietnam,Asia,2023,Dec,16.8,150.6,No,Partial,1.6,88.45,977,76.23,885.8,86.74,No,23050,25441584.12
Australia,Oceania,2024,Jun,24.9,12.2,Yes,None,0.01,19.14,1023,44.22,773.3,43.18,No,65488,35060460.8
Morocco,Africa,2017,Feb,35.4,47.4,Yes,None,4.12,73.05,997,82.14,399.85,78.89,Yes,90909,85081511.21
Germany,Europe,2013,May,28.1,0.0,Yes,Partial,4.63,87.9,983,71.55,507.88,87.9,Yes,85757,60879196.81
Vietnam,Asia,2012,May,30.9,60.8,No,None,2.26,93.71,1022,48.8,352.12,40.38,Yes,73186,80721693.14
Egypt,Africa,2014,Aug,13.7,47.3,Yes,Partial,4.89,17.62,986,87.68,426.84,49.83,Yes,41910,23070280.0
Switzerland,Europe,2018,Jan,21.4,162.2,No,None,1.9,4.03,1035,40.52,698.69,81.01,Yes,81305,59769281.39
Indonesia,Asia,2012,Dec,30.3,84.7,Yes,None,0.49,15.83,958,89.08,438.5,60.43,No,5515,4092285.33
UAE,Middle East,2025,Feb,35.2,81.7,Yes,Partial,2.61,69.12,1005,76.36,380.95,81.3,Yes,68943,27637590.57
Australia,Oceania,2017,Dec,22.3,84.3,No,Partial,1.93,103.12,1010,44.43,417.64,72.24,Yes,25430,30190974.5
Australia,Oceania,2014,Jan,30.6,62.1,Yes,None,3.08,33.94,975,57.03,722.8,87.84,No,75832,54810068.27
Japan,Asia,2015,Nov,26.7,106.4,Yes,Partial,3.8,33.13,987,68.16,520.91,58.8,No,38953,19493674.66
Nepal,Asia,2013,Sep,21.9,59.8,Yes,None,3.83,32.63,971,53.38,523.83,56.88,Yes,61261,63563766.48
Thailand,Asia,2012,Mar,18.5,195.2,Yes,None,0.69,107.5,1006,69.87,593.5,43.74,Yes,39166,44666429.45
UK,Europe,2011,Jan,25.1,229.0,Yes,None,4.29,109.67,1042,66.39,637.29,67.39,Yes,64912,43094232.57
Kenya,Africa,2011,Feb,28.9,121.4,Yes,Full,3.2,30.03,1042,54.77,676.72,66.12,Yes,48658,38178455.26
Brazil,Americas,2023,Feb,17.6,196.4,Yes,None,3.59,65.03,984,53.58,658.36,84.05,No,15869,15246927.06
Brazil,Americas,2025,Dec,14.0,68.5,No,Full,2.12,92.76,983,79.02,420.35,92.01,No,16959,17076193.36
Thailand,Asia,2014,Nov,20.2,106.6,Yes,Partial,0.53,118.97,949,82.87,627.51,69.05,No,32568,28057302.03
Australia,Oceania,2023,Nov,24.4,114.9,No,None,4.48,81.49,1060,66.13,740.01,86.94,No,16659,16411144.84
UK,Europe,2013,Jan,24.8,162.8,Yes,Partial,3.73,35.51,956,53.36,489.74,45.94,No,28798,21193840.02
Italy,Europe,2015,Aug,19.1,150.2,Yes,None,0.01,112.3,983,59.83,571.0,79.86,Yes,55922,60432819.2
Germany,Europe,2024,Nov,23.4,106.4,No,None,4.07,98.84,977,69.15,440.85,62.44,Yes,8136,7865072.53
Brazil,Americas,2010,Dec,20.5,136.6,Yes,None,4.73,73.32,1030,75.5,538.43,83.41,Yes,29913,15914307.73
New Zealand,Oceania,2017,May,12.7,127.2,No,None,3.39,24.28,1000,75.36,528.37,61.35,Yes,46340,43239833.9
China,Asia,2018,May,24.8,79.1,No,None,2.35,60.04,976,66.79,413.73,89.37,Yes,94806,91440816.46
Japan,Asia,2013,Apr,13.9,60.3,Yes,None,3.29,66.82,980,85.93,448.38,76.79,Yes,86769,81611894.04
Italy,Europe,2010,Jun,17.2,76.0,Yes,None,2.22,15.44,1017,83.69,659.04,74.27,No,13708,17070752.06
Canada,Americas,2018,Jul,19.3,99.4,Yes,Full,3.46,15.66,1040,88.48,462.54,56.37,No,75076,59659108.63
South Korea,Asia,2016,May,7.9,113.9,No,None,2.2,112.13,977,70.39,793.57,64.4,Yes,87898,83133903.93
South Korea,Asia,2011,Dec,19.4,27.5,No,None,4.21,63.45,1043,60.71,677.66,87.08,No,5083,4505219.58
Turkey,Middle East,2022,Feb,18.1,127.1,No,None,4.69,96.13,1017,71.57,452.86,43.05,No,35164,30701856.55
Indonesia,Asia,2024,Feb,25.1,185.4,No,None,6.51,30.06,1011,76.71,619.45,77.55,Yes,87950,88147495.48
Nepal,Asia,2014,Mar,25.5,106.7,No,Partial,3.29,107.14,1001,48.67,673.24,83.86,No,28490,16567178.76
Japan,Asia,2024,Mar,17.8,129.6,Yes,Full,1.84,71.47,963,55.69,479.25,85.57,Yes,42255,14243901.51
Morocco,Africa,2025,Aug,10.9,128.0,Yes,Full,3.05,12.48,1029,42.0,679.36,84.18,Yes,63362,47499723.09
Japan,Asia,2024,Aug,27.7,67.0,Yes,None,5.05,3.78,1038,69.91,683.94,69.07,Yes,117091,119993245.15
Nepal,Asia,2012,Apr,11.4,102.0,No,None,0.84,77.53,1007,79.2,295.86,77.29,No,35228,37531386.34
Indonesia,Asia,2010,Oct,21.1,55.9,Yes,None,2.74,94.04,1020,74.63,600.03,75.76,Yes,48254,51556667.7
Egypt,Africa,2023,Feb,25.3,117.3,No,None,1.02,67.73,1041,43.7,777.72,86.39,Yes,34499,20251151.68
Canada,Americas,2017,Feb,24.1,74.9,Yes,Partial,2.71,72.0,1036,44.06,689.94,42.5,No,36330,32976700.08
USA,Americas,2015,Oct,23.4,237.0,Yes,None,2.62,74.18,975,46.81,629.47,87.39,Yes,78046,47691870.13
Argentina,Americas,2014,Dec,24.0,0.0,Yes,None,1.55,32.72,992,58.68,616.97,44.81,Yes,21629,19277847.28
Mexico,Americas,2017,Feb,26.3,58.0,No,None,2.23,78.39,984,69.49,777.91,70.89,Yes,93506,93330495.45
Bhutan,Asia,2022,Feb,11.5,19.6,No,None,3.11,82.77,999,45.73,705.63,47.94,No,57035,46552185.18
Mexico,Americas,2011,Sep,27.5,67.2,Yes,None,2.53,61.69,993,45.1,539.02,92.73,No,42528,41359334.9
Russia,Europe,2023,May,25.6,75.8,No,None,3.22,40.81,1022,64.12,499.22,85.91,Yes,25903,19170448.34
France,Europe,2022,Mar,20.8,31.8,No,None,4.2,84.15,1038,74.93,359.4,70.42,Yes,36624,24810723.31
UAE,Middle East,2025,Feb,24.8,89.7,No,Partial,4.07,43.95,1015,74.84,811.9,76.69,Yes,7618,5224011.61
Switzerland,Europe,2025,Jan,32.1,153.7,Yes,None,2.79,8.61,958,68.58,858.03,56.0,Yes,69685,19898222.64
China,Asia,2016,Oct,30.2,98.0,Yes,Partial,1.56,19.56,1005,87.41,386.28,49.58,No,71982,42749128.26
Australia,Oceania,2011,Dec,34.0,84.5,Yes,None,1.7,1.31,989,79.52,580.7,79.34,No,84110,72173496.7
Egypt,Africa,2019,Nov,20.8,7.3,No,None,3.97,71.87,1041,60.5,883.53,64.41,Yes,28530,19274017.1
South Africa,Africa,2016,Aug,22.1,0.0,Yes,None,1.44,75.59,959,84.11,569.46,67.93,Yes,8142,6455063.31
Russia,Europe,2012,Sep,31.5,81.2,Yes,None,2.21,14.48,999,45.89,772.97,61.65,Yes,52358,48558676.5
Vietnam,Asia,2022,Oct,17.9,65.3,Yes,None,3.18,7.1,1043,44.2,622.62,48.42,No,58493,51021769.99
France,Europe,2016,Sep,14.8,78.1,No,None,3.72,29.91,985,79.28,742.98,52.87,Yes,21418,25561265.3
Russia,Europe,2013,Feb,16.4,0.0,No,None,1.3,110.13,1007,71.14,596.12,92.45,No,57684,39430246.73
South Africa,Africa,2024,Dec,25.9,114.3,No,None,3.99,114.14,973,67.43,518.24,41.92,No,31268,16372940.49
Switzerland,Europe,2015,Nov,29.9,137.7,No,None,5.58,64.08,1004,88.68,656.03,90.29,No,51548,36358559.36
UAE,Middle East,2013,Dec,16.8,138.4,Yes,Partial,5.65,2.87,999,61.41,618.67,48.96,No,40812,41095703.23
New Zealand,Oceania,2017,May,23.4,29.3,No,None,4.1,63.95,1021,86.9,682.85,45.22,Yes,65748,22273805.52
Brazil,Americas,2015,Oct,14.4,84.3,No,None,2.71,11.53,988,44.22,560.59,92.16,No,51679,17089918.29
Russia,Europe,2021,Jul,20.6,117.7,Yes,Partial,2.89,117.55,1013,69.19,863.76,85.57,Yes,19153,14464728.5
Greece,Europe,2019,Sep,29.9,77.2,Yes,None,3.88,23.74,971,58.6,536.27,61.9,No,27238,29923425.35
Japan,Asia,2022,Dec,23.6,24.1,Yes,Full,3.35,55.49,1043,50.41,572.93,87.82,No,54332,27528461.22
Germany,Europe,2015,Apr,24.9,73.9,Yes,None,2.73,19.34,942,63.91,591.4,63.46,No,10871,8568647.46
Mexico,Americas,2016,Mar,22.0,45.8,Yes,None,2.66,2.6,1042,54.6,730.83,63.97,No,11598,10950118.78
USA,Americas,2021,Nov,22.2,99.3,Yes,None,3.12,58.12,964,40.55,362.02,65.74,Yes,10287,6416072.97
Thailand,Asia,2017,Apr,20.1,65.8,No,None,1.31,16.89,1019,41.66,515.64,90.35,No,48063,34388746.41
South Africa,Africa,2013,Nov,19.9,59.2,No,None,5.92,110.05,1033,75.09,1070.47,78.95,Yes,28483,27403193.26
Argentina,Americas,2023,Oct,34.0,54.4,Yes,Partial,1.84,8.17,1074,53.84,731.05,41.05,Yes,31083,26922289.09
New Zealand,Oceania,2018,Jul,26.2,6.0,Yes,Full,4.79,25.07,1015,85.12,650.34,65.86,Yes,17551,15151056.29
Italy,Europe,2013,Feb,24.7,63.6,Yes,Partial,1.47,68.65,978,85.91,708.25,73.69,No,25958,26222396.68
South Africa,Africa,2021,Feb,25.2,87.6,Yes,None,3.31,75.57,1049,68.16,446.19,60.64,No,20991,17835553.24
Bhutan,Asia,2020,Mar,15.0,37.6,Yes,None,4.37,17.84,1023,50.56,505.28,68.32,No,66945,60982553.41
Vietnam,Asia,2019,Mar,28.6,58.9,Yes,None,2.26,107.72,997,72.44,637.62,79.82,No,53475,46123798.0
UK,Europe,2025,Feb,15.3,0.0,Yes,None,2.79,101.65,1050,81.73,496.13,47.63,No,50918,47296017.61
Mexico,Americas,2017,Jul,23.9,51.8,No,None,1.22,54.99,1054,54.56,482.98,91.79,Yes,9500,6629819.86
Bhutan,Asia,2023,Aug,28.1,106.0,No,None,5.48,103.79,925,61.29,855.27,61.68,No,62034,51609703.08
China,Asia,2025,Nov,19.9,76.7,Yes,None,4.16,36.37,949,65.25,388.22,47.67,Yes,46204,26235223.04
Egypt,Africa,2013,May,18.8,142.9,Yes,None,3.76,65.3,954,61.01,312.79,53.18,No,14892,10768922.64
UAE,Middle East,2018,Jan,27.0,80.3,Yes,None,3.07,79.86,1033,50.98,728.5,89.0,Yes,67690,46852358.12
Canada,Americas,2022,Feb,12.9,149.8,No,None,0.21,111.78,975,49.77,824.35,45.93,No,85679,77954352.32
Nepal,Asia,2016,Apr,30.0,70.4,No,None,3.24,17.66,1026,52.17,757.84,94.38,No,59858,67658106.2
Bhutan,Asia,2016,Dec,11.4,0.0,No,None,5.54,59.11,1051,40.62,910.34,41.68,No,89735,85052720.65
Italy,Europe,2012,Jan,11.9,116.7,No,None,3.81,28.12,954,57.74,562.35,84.69,No,24065,19443664.2
Canada,Americas,2014,Oct,24.2,163.2,No,None,6.19,119.51,993,45.08,653.67,84.74,No,31581,20382335.49
Spain,Europe,2012,Nov,18.9,34.0,No,Partial,2.97,29.33,1032,66.58,273.86,56.11,No,27864,26281444.17
Thailand,Asia,2011,Jan,24.2,179.1,No,None,3.37,76.35,1003,53.78,681.03,70.09,No,21258,15977064.92
Switzerland,Europe,2016,May,19.8,150.1,No,Partial,1.82,30.31,1022,83.22,468.94,48.59,No,49959,43150274.58
Bhutan,Asia,2011,May,23.4,93.7,No,None,4.0,65.26,1039,40.29,569.91,47.76,No,43457,31698297.36
South Africa,Africa,2019,Apr,15.1,74.9,Yes,None,4.65,98.83,1008,55.29,435.1,54.98,No,84688,81732970.91
Spain,Europe,2011,Feb,25.9,73.8,No,None,3.6,38.7,972,70.88,733.08,60.73,Yes,8779,8605959.86
France,Europe,2012,Jan,31.8,61.6,No,Partial,2.65,15.58,1001,45.39,503.31,67.4,No,34870,13922577.1
Mexico,Americas,2013,Sep,17.8,102.0,No,None,1.73,62.02,977,77.5,249.27,63.96,Yes,73259,46487448.1
India,Asia,2020,Jul,22.0,56.7,Yes,Full,3.1,3.79,978,66.77,723.72,72.35,Yes,75393,82695114.43
Kenya,Africa,2012,Oct,30.5,34.4,No,None,4.53,119.37,1000,54.38,529.59,91.94,No,60799,39691062.19
South Korea,Asia,2019,Sep,25.8,97.0,No,None,2.84,94.77,1108,81.8,643.09,57.67,No,77220,44060225.3
New Zealand,Oceania,2025,Sep,28.8,166.6,No,None,4.22,106.05,992,70.45,365.04,42.76,No,68089,68382366.78
Vietnam,Asia,2016,Jul,27.3,121.9,No,None,2.23,74.6,972,41.09,670.18,54.94,No,90793,80572606.12
Argentina,Americas,2010,Nov,22.1,145.3,Yes,Partial,1.89,86.73,1053,87.46,356.62,86.74,No,96568,84730417.92
UK,Europe,2025,May,15.8,79.8,Yes,None,5.06,35.12,953,47.11,494.23,69.04,Yes,15588,13697200.39
Switzerland,Europe,2020,Sep,25.4,90.3,Yes,None,1.95,40.66,1037,53.47,684.51,49.55,No,47289,30980328.14
Indonesia,Asia,2023,Jan,24.0,127.2,Yes,None,-0.54,114.56,1058,68.87,703.14,51.72,No,16735,19650794.89
Kenya,Africa,2015,May,22.2,128.2,No,None,3.15,79.59,979,73.01,606.52,86.49,Yes,75275,68327514.76
Turkey,Middle East,2023,Sep,24.2,42.5,Yes,None,2.57,89.97,1020,76.05,689.75,43.67,Yes,57963,63351439.25
UAE,Middle East,2012,Jul,27.5,111.1,Yes,None,4.04,37.53,999,49.5,534.92,52.46,No,104524,57781843.89
Vietnam,Asia,2014,Jan,18.7,23.8,No,None,4.5,79.91,1030,78.14,627.78,81.59,Yes,31620,31761740.05
Argentina,Americas,2010,Mar,23.9,0.0,Yes,None,4.19,58.01,988,78.74,741.24,74.98,No,58160,36732693.42
Bhutan,Asia,2019,Oct,15.2,135.1,No,None,1.8,71.4,997,78.55,761.97,79.42,Yes,72646,55159608.61
Egypt,Africa,2019,Sep,17.3,110.0,No,None,6.25,7.85,1062,63.21,463.19,67.44,Yes,14579,8047387.7
Italy,Europe,2025,Jun,17.7,105.9,No,None,3.68,110.13,1004,52.57,507.35,77.03,Yes,33848,10480740.56
India,Asia,2022,Apr,24.0,109.7,Yes,None,2.15,56.34,979,83.23,515.0,57.96,No,99362,28262444.79
Indonesia,Asia,2012,Aug,19.8,102.9,Yes,None,2.41,58.01,1010,60.21,671.71,76.96,Yes,64573,42972866.83
Japan,Asia,2025,Dec,34.8,179.0,No,None,4.51,74.51,1059,43.01,719.74,74.17,Yes,34971,34788329.09
Nepal,Asia,2023,Aug,23.2,95.6,Yes,None,5.48,27.82,985,49.85,536.4,75.59,No,69499,61643931.07
Mexico,Americas,2011,Aug,27.5,57.7,Yes,None,1.86,3.56,1008,49.9,526.04,92.51,No,110394,97432091.15
Kenya,Africa,2019,Jan,20.4,176.0,No,None,5.23,14.91,978,73.82,787.34,42.2,No,56301,43286488.09
France,Europe,2019,Jun,13.6,59.7,Yes,Partial,2.06,41.01,969,80.52,603.94,63.18,No,56472,36627977.55
Australia,Oceania,2024,Jan,21.2,28.6,No,None,2.06,108.3,1005,80.23,817.32,41.77,Yes,87396,67496457.22
France,Europe,2020,Dec,18.5,74.1,No,Partial,2.9,113.29,1051,43.32,473.92,61.25,No,33539,21380004.38
Switzerland,Europe,2017,Dec,23.5,142.7,No,Partial,3.49,59.75,976,41.13,794.79,77.02,Yes,96367,77525774.84
China,Asia,2024,Oct,22.4,139.9,Yes,None,2.67,79.63,998,82.78,663.85,81.35,No,35277,33627339.55
Bhutan,Asia,2018,Aug,19.7,59.7,Yes,Partial,6.72,79.55,977,43.55,617.97,41.69,Yes,71898,56873989.89
Turkey,Middle East,2023,Nov,26.2,96.5,No,Full,2.68,79.19,1101,44.79,685.46,47.21,Yes,83114,54330933.19
Russia,Europe,2021,Aug,19.8,76.4,Yes,Partial,3.12,103.34,970,74.29,890.72,63.97,No,70215,71325607.85
France,Europe,2014,Jan,14.6,181.9,Yes,Partial,1.26,104.36,945,55.42,743.15,67.76,No,5771,3174425.63
Canada,Americas,2018,Dec,25.1,95.7,No,None,6.33,9.07,999,49.88,692.9,60.37,Yes,19818,20394492.1
UK,Europe,2024,Nov,20.1,70.3,Yes,Partial,2.04,93.02,948,80.16,767.1,78.28,Yes,88863,60346189.06
Italy,Europe,2011,Jul,25.0,5.9,No,Full,2.94,10.01,931,63.19,602.01,58.21,No,77434,69140383.12
Indonesia,Asia,2025,Oct,25.0,33.3,Yes,Full,1.72,27.67,979,76.07,294.11,69.36,No,14167,13373923.92
Switzerland,Europe,2010,Jun,13.3,70.6,Yes,None,2.96,65.81,962,65.66,493.14,73.19,Yes,24782,19109723.36
Kenya,Africa,2016,Oct,30.8,94.2,No,None,4.8,14.39,1020,50.24,480.11,91.98,No,48408,39801463.1
USA,Americas,2013,Sep,20.9,181.6,Yes,Partial,7.76,105.03,1025,57.94,596.64,56.05,Yes,28035,20007633.67
South Africa,Africa,2010,Aug,20.2,69.5,No,None,5.05,60.97,977,56.23,567.82,42.28,Yes,100600,87600735.63
Vietnam,Asia,2010,May,18.8,13.5,Yes,Partial,4.74,45.09,984,77.45,654.52,66.24,No,63941,70041188.5
Italy,Europe,2022,Aug,30.2,99.2,No,None,5.36,102.91,957,75.96,814.78,60.43,No,91802,41527016.77
Turkey,Middle East,2023,Feb,30.4,73.7,No,Partial,1.96,110.52,1043,84.62,647.71,52.16,Yes,26700,30273346.85
New Zealand,Oceania,2016,Feb,15.3,105.4,Yes,None,4.26,5.68,985,75.96,394.8,71.77,Yes,59214,59981915.44
Switzerland,Europe,2022,Jul,15.2,119.8,Yes,None,2.2,53.85,985,58.0,885.15,81.84,No,43033,25763008.68
Australia,Oceania,2014,Dec,19.1,55.8,No,None,1.21,11.49,987,80.77,689.6,82.91,Yes,56790,43387731.63
Germany,Europe,2021,Jun,17.1,40.1,No,None,4.47,76.44,1047,78.16,448.52,78.02,No,11406,7321740.72
UK,Europe,2016,Oct,29.9,114.6,No,None,1.19,11.63,994,59.17,584.55,45.1,No,38934,22117235.06
Argentina,Americas,2023,Apr,21.7,119.0,Yes,None,2.93,94.23,981,63.65,517.79,82.61,No,28981,24571994.32
Indonesia,Asia,2023,Jan,24.0,101.4,Yes,None,4.23,81.32,1032,87.49,671.87,92.32,Yes,98746,91448967.76
Canada,Americas,2021,Jul,16.7,35.6,No,None,5.05,10.28,1035,88.08,575.42,58.28,Yes,36699,35724662.3
Russia,Europe,2021,Nov,33.5,84.8,No,None,3.01,58.35,968,64.79,401.07,49.62,Yes,90519,84821855.15
South Africa,Africa,2024,May,23.0,108.1,No,Partial,1.98,54.87,946,66.07,520.42,89.84,No,71117,89199033.45
Australia,Oceania,2012,Oct,21.7,130.4,Yes,Full,2.94,106.3,1053,64.38,638.67,55.98,No,84587,50589263.85
Indonesia,Asia,2011,Sep,17.1,117.9,Yes,None,5.39,42.72,1028,88.67,610.72,53.84,No,69538,36016572.33
Turkey,Middle East,2020,Mar,23.6,13.0,No,None,5.79,11.95,996,81.94,558.18,92.99,No,68681,39791386.43
USA,Americas,2011,Sep,25.0,113.6,No,None,-0.09,104.84,1001,48.96,460.34,80.16,No,21413,12785260.6
China,Asia,2020,Nov,22.6,0.0,No,None,2.86,82.66,1029,64.21,575.64,53.32,No,45840,42326520.74
Russia,Europe,2025,Aug,5.2,62.7,Yes,None,4.49,76.87,993,78.24,755.95,45.35,Yes,46920,50790747.22
Indonesia,Asia,2013,Apr,26.2,106.4,No,None,6.15,39.66,997,84.58,541.79,65.15,No,20852,12406377.23
Argentina,Americas,2011,May,31.7,149.5,No,Partial,3.79,113.08,949,85.47,603.58,58.01,No,11441,8010652.1
Japan,Asia,2024,May,22.1,121.8,No,None,4.74,115.04,998,45.59,616.82,89.05,Yes,81707,52130848.69
Brazil,Americas,2013,Apr,23.9,37.1,No,Full,2.49,117.74,972,84.12,605.64,71.5,No,19699,16509597.58
China,Asia,2018,May,30.5,140.7,Yes,None,1.73,5.26,1005,84.49,457.83,64.44,Yes,20991,16526115.91
Switzerland,Europe,2018,Mar,16.5,9.9,Yes,None,1.33,48.75,1019,46.24,537.6,89.34,No,28552,23044971.84
New Zealand,Oceania,2024,Jul,11.2,88.5,Yes,None,5.45,33.22,963,69.64,507.39,78.09,No,74293,62373325.98
UK,Europe,2020,Oct,18.2,145.6,Yes,None,5.67,4.42,966,40.19,684.12,48.35,No,85930,54012356.46
Indonesia,Asia,2011,Oct,20.6,135.4,No,None,0.86,101.13,1027,60.86,720.04,53.11,Yes,12083,2227005.0
Australia,Oceania,2017,Nov,34.3,65.4,Yes,None,4.31,21.22,1010,84.94,157.15,72.14,No,98745,84359906.32
Greece,Europe,2018,Aug,26.8,119.2,Yes,Partial,6.3,44.12,982,43.52,581.77,90.87,Yes,15116,15506533.86
Nepal,Asia,2014,Jan,20.5,71.3,No,None,5.41,107.85,1025,54.57,789.91,51.57,No,23485,9727354.42
USA,Americas,2010,Jul,14.1,42.3,No,Full,3.99,85.05,1004,59.83,442.74,73.5,No,105402,83640884.41
Germany,Europe,2012,Sep,19.0,25.2,No,None,0.79,71.29,965,81.78,535.36,77.31,No,99543,81208427.55
Vietnam,Asia,2021,Jun,29.0,73.7,Yes,None,2.41,46.76,964,72.16,575.99,77.97,No,49854,34809521.21
Kenya,Africa,2014,Oct,18.7,44.9,No,Partial,2.47,17.34,942,71.66,701.49,71.75,No,99520,105094010.91
New Zealand,Oceania,2014,Jul,20.4,161.4,Yes,Partial,0.97,92.62,1001,87.67,590.87,85.55,No,32691,27880262.68
India,Asia,2024,Apr,28.4,137.5,No,Partial,3.98,28.24,1064,69.43,846.23,93.22,Yes,39072,28237170.07
UK,Europe,2012,May,15.0,59.3,No,None,3.18,25.88,1035,78.2,786.64,67.85,Yes,84232,79166411.32
Canada,Americas,2010,Feb,17.4,96.5,No,Full,6.19,54.71,984,86.16,410.19,40.35,Yes,12940,12015451.81
Nepal,Asia,2012,Feb,15.8,116.5,No,None,1.97,79.21,1050,68.54,698.79,42.9,Yes,68887,72530817.74
Spain,Europe,2012,Aug,27.7,182.8,Yes,None,2.5,103.0,1054,47.15,414.0,60.58,Yes,7666,5110720.29
India,Asia,2015,Dec,23.5,12.8,No,None,3.17,93.12,958,62.54,561.59,52.17,No,70319,44375562.76
Thailand,Asia,2020,Aug,22.1,82.9,Yes,None,1.3,76.27,1030,42.51,666.66,48.83,No,111986,90809553.91
Egypt,Africa,2025,Jun,12.2,128.8,No,Full,6.03,114.57,993,50.38,777.72,69.53,No,89638,50636365.12
South Africa,Africa,2024,Dec,17.3,115.5,Yes,None,1.19,70.21,1032,41.5,563.72,52.11,No,42614,35752567.34
China,Asia,2024,Mar,30.9,107.4,No,None,1.31,67.01,980,80.41,574.61,69.58,No,67630,76187472.69
Canada,Americas,2020,Dec,31.2,0.0,No,Full,5.72,89.86,1025,65.66,734.51,70.91,No,50041,26301241.3
New Zealand,Oceania,2018,Feb,22.2,88.7,No,Partial,2.35,16.62,1038,73.13,642.72,71.21,No,74784,57961930.14
Spain,Europe,2022,Apr,20.5,90.6,No,None,4.09,85.69,975,89.75,544.75,77.78,Yes,85946,83266450.78
Turkey,Middle East,2022,Dec,31.3,35.0,Yes,None,3.36,39.58,897,72.78,554.75,76.86,No,6665,7136999.97
Bhutan,Asia,2012,Oct,15.6,104.4,No,None,3.28,32.02,1053,43.2,320.13,82.84,Yes,107331,83388219.58
Italy,Europe,2017,Dec,17.7,40.3,Yes,None,4.12,11.54,1036,65.68,625.66,42.18,No,87616,70263855.53
Canada,Americas,2023,Sep,18.8,16.9,Yes,None,5.02,32.34,964,63.08,151.57,40.92,Yes,18407,16773571.89
India,Asia,2011,Sep,36.6,7.9,No,Partial,2.58,88.01,1010,68.05,701.76,48.37,Yes,24283,19113128.62
Spain,Europe,2021,Nov,25.3,150.9,Yes,None,0.74,31.76,990,68.78,611.13,41.96,No,97219,105544457.59
Greece,Europe,2018,Dec,15.8,110.8,Yes,None,2.52,15.91,994,56.21,452.16,57.78,Yes,98699,45434572.41
South Korea,Asia,2025,Mar,26.4,129.9,Yes,Full,4.66,4.9,984,81.29,762.96,51.87,Yes,56204,59430184.83
Australia,Oceania,2022,Dec,12.0,75.3,Yes,Partial,1.87,23.02,926,78.8,445.76,84.82,Yes,62082,40979167.58
Japan,Asia,2016,Mar,17.9,0.0,No,None,5.03,53.51,1022,56.72,358.53,65.04,No,86166,81978286.97
Vietnam,Asia,2019,Nov,20.8,69.9,Yes,None,2.3,71.76,966,47.68,670.38,60.59,No,49198,44392260.98
USA,Americas,2010,May,9.6,37.2,Yes,None,2.13,50.46,919,74.03,545.07,87.86,No,84168,57219614.02
South Africa,Africa,2014,May,16.7,75.9,Yes,None,5.19,89.28,1022,64.16,528.06,54.43,Yes,28828,18894985.43
China,Asia,2025,Jun,15.2,209.1,Yes,None,0.81,24.97,988,67.9,750.76,78.53,No,76366,72746026.77
China,Asia,2010,May,25.4,153.4,No,None,3.44,30.88,990,40.51,409.3,78.2,No,31775,30150228.76
Bhutan,Asia,2015,Sep,18.3,80.0,No,Partial,4.48,95.2,1006,79.15,509.26,72.0,No,96801,86309542.45
Italy,Europe,2021,Jan,15.5,105.7,Yes,None,3.41,111.63,999,63.01,527.86,51.9,Yes,27992,27868932.57
Mexico,Americas,2021,Aug,26.6,11.9,No,None,3.71,62.5,983,66.48,446.41,46.48,No,106446,115913085.68
Italy,Europe,2023,Jan,28.8,96.4,Yes,None,6.26,67.79,1023,81.06,564.82,59.89,No,38266,21564289.34
Germany,Europe,2017,Apr,24.9,61.0,No,None,4.36,115.66,1024,77.88,716.48,40.14,No,16316,8731268.84
Greece,Europe,2010,Aug,17.6,109.1,No,None,0.92,2.53,963,52.84,392.89,56.0,No,63043,63745685.38
UK,Europe,2012,Dec,32.5,41.7,Yes,None,2.58,92.26,1028,89.54,299.4,75.95,Yes,44030,34617997.39
Brazil,Americas,2010,Jan,11.0,20.2,No,None,4.13,22.0,991,76.84,606.71,94.07,Yes,80910,67238665.24
Nepal,Asia,2013,Mar,16.4,85.6,Yes,None,1.99,82.82,1013,84.93,619.88,90.62,No,70678,55280142.68
Russia,Europe,2014,Jun,16.8,66.0,Yes,Full,4.57,18.63,1000,63.53,532.46,46.28,Yes,17697,20011555.65
Bhutan,Asia,2024,May,5.7,72.3,No,None,0.66,71.29,1047,75.35,548.09,40.19,No,36810,31961583.17
