country,region,year,month,avg_temperature,rainfall_mm,festival,covid_restriction,gdp_growth_rate,foreign_exchange_rate,internet_mentions,global_travel_index,airline_ticket_price,hotel_occupancy_rate,visa_required,num_tourists,revenue_usd
Sri Lanka,Central,2024,4,21.78,64.8,0,0,4.43,84.8,987.0,61.15,326.14,50.82,0,340512,78016459
Nepal,North,2023,3,27.61,111.0,0,0,3.99,86.68,607.0,2.78,454.12,92.75,1,48197,11042663
Sri Lanka,South,2022,6,24.07,97.9,0,0,4.37,73.04,1262.0,92.48,346.63,94.97,0,437858,100319903
Thailand,Central,2017,8,29.26,108.4,0,0,4.1,84.49,1005.0,23.29,253.44,85.55,0,4129169,946055199
Sri Lanka,Central,2020,6,29.87,110.9,1,0,2.58,63.3,1070.0,12.39,314.03,76.61,0,323891,74208336
Thailand,West,2015,6,22.14,118.3,0,0,2.94,76.18,889.0,49.92,359.5,66.87,0,4103647,940207722
Nepal,East,2021,9,23.54,88.3,1,0,2.8,67.37,1329.0,53.9,296.78,89.94,0,289197,66259415
India,South,2015,6,32.89,-21.4,1,0,2.78,79.49,353.0,8.94,243.67,59.25,0,1127963,258433418
Sri Lanka,West,2023,7,22.37,133.4,0,0,4.6,79.39,1298.0,36.76,361.25,94.06,1,308832,70758091
India,West,2016,3,26.08,104.9,0,0,4.81,85.21,613.0,16.05,212.06,84.4,0,1150606,263621273
Sri Lanka,East,2020,6,29.9,50.1,0,0,2.06,81.54,780.0,78.64,358.36,46.0,0,357163,81831456
India,Central,2024,4,26.89,112.2,1,0,5.89,73.72,940.0,11.89,305.78,85.9,0,1122810,257252788
Sri Lanka,West,2023,4,25.69,73.2,0,0,5.22,64.12,943.0,77.09,334.67,75.58,0,388910,89105175
Sri Lanka,South,2022,3,24.21,97.3,0,0,2.34,93.38,1153.0,38.43,294.44,56.28,0,334842,76717377
Sri Lanka,Central,2018,5,27.46,105.6,0,0,4.35,72.02,873.0,73.42,283.72,84.15,0,419177,96039803
Thailand,North,2019,6,22.06,68.6,0,0,3.5,75.12,945.0,70.94,278.48,43.77,1,4186702,959236881
Thailand,South,2018,1,27.17,49.7,0,0,2.0,68.12,1157.0,44.63,284.67,70.16,0,4149538,950722045
Sri Lanka,Central,2017,7,33.1,47.0,0,0,4.07,92.94,1140.0,21.66,346.08,54.29,1,254924,58406951
Nepal,South,2018,10,23.65,118.6,1,0,3.69,70.92,1281.0,31.09,254.61,56.44,0,225771,51727557
India,West,2018,4,31.66,126.9,0,0,1.73,89.41,1387.0,81.86,334.29,63.48,1,1213106,277940970
Nepal,Central,2021,10,27.19,102.2,0,0,2.69,89.33,1300.0,19.3,308.41,83.44,0,149376,34224305
Thailand,Central,2019,7,21.75,73.8,1,0,5.18,82.54,1010.0,28.37,239.63,73.89,1,4210003,964575493
Sri Lanka,Central,2017,8,29.86,121.4,0,0,5.53,77.5,1126.0,29.23,277.56,45.58,0,306581,70242353
Sri Lanka,South,2023,6,37.94,119.0,0,0,2.21,81.91,961.0,11.86,266.67,87.8,0,318817,73045806
Thailand,East,2019,12,21.24,73.1,1,0,3.84,65.71,910.0,59.68,295.8,64.04,1,4224321,967855964
Bhutan,West,2022,12,20.11,100.1,0,0,1.54,91.52,940.0,86.98,312.32,94.48,0,280001,64152472
Nepal,Central,2024,3,33.22,93.3,0,0,4.31,73.69,1219.0,43.79,292.6,47.76,1,176946,40541010
Bhutan,West,2022,2,31.0,141.3,1,1,5.14,69.17,720.0,50.09,270.23,62.1,1,132837,30434969
Sri Lanka,East,2024,9,30.64,107.1,0,0,3.67,78.5,1580.0,57.98,329.17,53.11,0,333131,76325360
Bhutan,West,2015,5,21.87,58.8,0,0,5.24,84.64,661.0,14.87,265.89,53.79,0,92325,21153056
Sri Lanka,West,2019,12,27.48,101.8,0,0,3.8,77.53,945.0,23.91,328.24,72.42,0,291005,66673655
Bhutan,North,2023,10,27.53,130.4,1,0,2.05,65.5,465.0,89.73,348.16,51.87,1,276682,63392039
Sri Lanka,West,2020,11,25.73,10.3,0,0,0.55,83.36,824.0,14.93,323.33,84.21,0,279459,64028292
Nepal,West,2023,6,27.39,113.7,0,0,5.36,63.81,908.0,95.09,372.16,84.33,1,275311,63077922
Sri Lanka,North,2020,12,26.97,131.4,1,0,6.69,95.87,1066.0,2.28,287.07,67.85,1,315059,72184791
Bhutan,Central,2022,6,23.94,93.9,0,0,4.05,67.28,823.0,52.49,301.9,67.34,1,190263,43592136
Nepal,East,2021,9,33.65,82.1,0,1,3.0,71.38,1074.0,22.97,219.21,40.4,0,81434,18657763
Sri Lanka,North,2020,3,33.04,158.4,0,0,4.01,75.38,1090.0,71.74,301.78,77.23,1,394556,90398759
Thailand,South,2020,11,25.48,112.7,0,0,4.11,66.16,364.0,77.45,259.32,47.46,1,4200604,962422040
Thailand,North,2021,11,23.87,99.8,0,0,5.66,70.17,772.0,42.59,312.53,66.74,1,4135707,947553153
India,Central,2018,3,27.32,-11.3,0,0,3.64,78.15,717.0,52.53,325.2,72.1,1,1142281,261713889
India,West,2015,1,19.47,76.5,0,0,5.2,60.79,1366.0,0.04,249.77,46.6,0,1042682,238894248
Nepal,Central,2019,10,31.13,64.9,0,0,1.14,78.18,760.0,9.39,220.62,84.08,0,173166,39674955
India,South,2018,3,26.64,63.5,0,0,3.93,71.42,574.0,95.68,203.93,81.71,0,1282498,293839729
Nepal,Central,2015,1,24.92,45.7,0,0,3.14,73.01,472.0,13.57,387.88,58.6,0,61296,14043842
Thailand,East,2019,12,17.34,43.9,0,0,5.19,81.64,979.0,50.95,292.94,40.49,1,4123757,944815227
Sri Lanka,West,2015,5,22.42,145.6,0,0,3.85,78.56,870.0,91.36,249.12,75.04,1,457835,104896937
India,Central,2018,10,25.23,46.7,0,1,3.19,78.22,1394.0,14.9,303.07,61.26,1,1006668,230642895
Thailand,East,2017,5,24.03,40.2,1,0,5.19,69.64,790.0,81.91,370.93,92.27,1,4256488,975225911
India,West,2021,8,38.39,103.4,0,0,4.88,74.96,709.0,74.4,305.41,58.53,1,1192150,273139633
Bhutan,Central,2017,3,28.29,78.8,0,0,6.24,61.39,938.0,5.49,433.28,44.78,0,-11771,-2696914
Thailand,West,2018,9,28.53,62.1,1,0,6.84,84.95,548.0,62.32,336.5,40.35,0,4183445,958490653
India,South,2024,9,19.37,104.4,0,0,2.09,90.92,701.0,55.94,291.78,73.3,0,1164272,266752360
India,North,2023,9,19.96,88.4,0,0,2.14,70.48,1325.0,92.84,413.35,77.02,0,1182296,270881932
Bhutan,West,2023,11,19.51,98.6,0,0,3.74,80.33,942.0,97.2,306.39,56.86,0,244652,56053481
Sri Lanka,Central,2019,12,21.8,86.1,0,0,2.76,75.08,1037.0,0.2,348.22,62.56,0,218025,49952831
Sri Lanka,South,2019,10,25.14,103.5,0,0,1.69,82.69,1041.0,23.58,360.9,55.21,0,262613,60168618
India,Central,2015,1,25.43,126.6,0,0,4.63,63.48,842.0,96.42,275.36,49.35,1,1248131,285965728
Nepal,Central,2023,2,29.45,72.8,0,0,2.04,62.02,624.0,44.28,346.11,45.22,1,126622,29011019
Nepal,East,2018,11,29.32,83.6,0,0,1.26,76.89,771.0,85.85,297.86,89.93,0,299772,68682308
Bhutan,East,2017,4,27.03,109.6,0,0,3.09,78.77,1032.0,31.02,322.83,67.35,1,132302,30312393
Thailand,Central,2023,12,27.77,77.3,0,0,2.89,90.54,1124.0,47.47,325.42,83.48,1,4147212,950189123
Thailand,South,2019,1,25.2,66.1,0,0,6.17,70.82,667.0,80.32,333.25,76.98,0,4209613,964486138
Sri Lanka,West,2021,8,21.39,98.0,0,0,5.28,76.55,586.0,28.16,218.6,73.06,1,335574,76885089
Thailand,South,2020,5,30.69,111.6,0,0,3.56,63.07,674.0,22.28,258.47,74.9,0,4125057,945113077
India,Central,2016,7,12.37,143.0,0,0,3.11,85.91,1094.0,86.47,349.74,91.0,0,1213110,277941886
Sri Lanka,Central,2019,4,22.1,118.9,1,0,4.54,95.0,805.0,2.02,337.43,80.65,1,296694,67977092
India,South,2020,3,23.95,80.5,1,0,3.44,70.79,1586.0,72.46,313.06,83.93,0,1280061,293281375
Nepal,Central,2015,4,18.64,102.9,0,0,4.67,81.29,1084.0,48.04,372.94,88.1,1,168306,38561455
Bhutan,West,2017,7,30.49,99.0,1,1,3.54,78.54,1127.0,10.82,372.66,61.59,0,18600,4261541
Sri Lanka,West,2018,1,32.13,92.3,0,0,3.91,70.26,1483.0,65.07,221.62,64.85,1,424591,97280233
Bhutan,East,2021,1,19.32,99.3,1,0,3.6,68.49,900.0,80.45,264.5,81.98,1,324119,74260575
India,West,2024,4,22.83,100.9,0,0,3.64,55.32,873.0,76.74,275.78,70.29,0,1226238,280949710
Thailand,Central,2019,6,25.64,70.4,0,1,-0.25,89.81,1152.0,89.36,353.17,94.63,0,4150908,951035933
Bhutan,Central,2019,4,35.31,93.4,0,0,2.63,74.71,1058.0,14.07,279.16,60.32,0,89091,20412098
Bhutan,West,2016,3,25.81,133.5,0,0,3.46,65.79,436.0,74.5,358.17,87.52,0,226261,51839824
India,South,2015,1,32.64,32.8,0,0,5.49,71.14,867.0,43.64,311.44,69.58,0,1126140,258015741
Nepal,Central,2022,4,35.82,86.6,0,0,4.93,67.21,1061.0,96.62,313.28,56.78,1,292115,66927973
Sri Lanka,Central,2017,12,22.71,98.4,0,0,0.95,62.59,1394.0,75.62,350.02,42.95,0,349430,80059708
Thailand,South,2021,9,21.38,111.1,0,0,-0.04,83.57,1389.0,16.62,281.33,81.4,0,4099432,939242001
Thailand,North,2024,12,20.09,140.8,0,0,4.58,64.1,1085.0,35.89,282.86,72.79,0,4122442,944513941
India,Central,2015,3,32.79,161.9,0,0,3.77,72.74,1420.0,20.35,335.08,50.52,0,1058954,242622410
Bhutan,East,2021,11,32.92,73.3,0,0,2.01,68.26,1090.0,77.78,338.01,63.72,0,205221,47019241
Sri Lanka,East,2017,2,24.53,126.8,0,0,4.31,81.37,1502.0,52.53,330.55,42.31,1,319630,73232077
Bhutan,East,2021,1,25.09,45.0,0,1,2.27,77.75,1171.0,42.95,382.9,93.05,0,53961,12363282
India,East,2018,11,21.61,59.2,0,0,3.44,70.7,1131.0,51.94,302.73,52.32,1,1137632,260648733
Nepal,Central,2018,2,20.36,43.5,0,1,3.75,81.32,1250.0,64.18,275.28,54.71,0,144475,33101412
India,South,2018,6,22.09,80.0,1,0,5.48,76.01,623.0,76.24,397.2,83.22,1,1226682,281051437
India,Central,2015,12,28.88,123.2,0,0,5.3,68.98,1173.0,83.37,297.68,71.01,0,1232864,282467827
Sri Lanka,East,2020,9,27.32,88.8,0,0,3.63,63.49,969.0,78.85,267.73,83.88,0,440585,100944700
Nepal,East,2017,6,35.68,76.2,0,0,5.93,88.73,504.0,18.84,348.85,80.83,1,123578,28313592
Nepal,West,2021,8,20.6,148.8,0,0,2.6,91.56,1625.0,65.41,417.38,60.46,0,180592,41376364
Thailand,West,2016,8,21.84,69.8,0,0,4.83,88.66,737.0,91.41,306.17,54.01,0,4192553,960577434
India,East,2020,3,18.77,57.7,0,0,2.75,73.48,583.0,55.98,327.83,94.35,1,1161076,266020108
India,North,2022,5,28.67,140.7,0,0,6.88,64.53,1322.0,43.18,290.11,79.62,0,1169294,267902977
India,North,2023,5,28.2,114.8,1,0,3.43,89.77,1317.0,66.0,386.36,41.31,1,1176899,269645397
India,South,2018,11,21.59,97.1,0,0,3.47,84.84,612.0,85.98,322.04,76.44,1,1221018,279753729
India,North,2020,2,34.82,83.7,1,0,4.34,64.63,977.0,54.8,344.45,84.29,1,1213801,278100205
Thailand,South,2021,5,29.05,117.9,0,0,0.98,81.78,664.0,30.23,221.29,87.61,0,4161923,953559636
India,West,2017,8,19.95,120.6,0,1,3.58,78.47,1663.0,80.17,337.72,77.08,0,1128686,258599068
Sri Lanka,South,2019,7,23.24,97.6,1,0,4.4,80.38,977.0,19.72,223.91,60.06,1,354567,81236673
Bhutan,East,2022,3,33.62,52.3,0,0,3.1,86.42,745.0,2.71,313.07,91.63,0,95935,21980162
Bhutan,East,2023,8,21.83,13.4,1,0,2.46,64.57,1085.0,4.73,355.45,51.79,1,84790,19426674
Thailand,South,2024,4,27.67,52.9,0,0,3.11,72.7,1104.0,4.05,267.12,65.45,1,4080280,934853988
Thailand,Central,2020,9,21.41,143.2,0,0,6.11,67.06,706.0,9.25,238.16,40.68,0,4046795,927182067
Thailand,East,2018,4,18.18,101.3,0,0,1.05,79.49,1192.0,86.07,342.52,69.82,1,4200372,962368885
Thailand,South,2024,10,23.42,48.5,1,0,1.82,64.95,1060.0,76.57,312.46,85.04,1,4262142,976521328
Bhutan,South,2021,1,18.49,108.4,0,0,1.45,72.16,1361.0,16.23,170.59,66.99,0,172699,39567958
Thailand,North,2022,6,32.71,127.9,0,0,3.72,79.51,972.0,99.16,296.54,62.96,1,4245812,972779878
Sri Lanka,East,2015,7,29.16,60.3,0,0,2.98,72.12,635.0,69.45,403.97,46.91,0,301788,69144204
Sri Lanka,Central,2019,12,26.81,88.5,0,0,4.65,84.73,965.0,61.88,354.01,62.18,0,338792,77622381
Nepal,Central,2020,8,31.05,135.0,0,0,2.64,74.78,1215.0,79.01,363.74,94.1,1,259518,59459507
Sri Lanka,South,2021,11,24.5,108.9,0,1,3.36,74.27,1265.0,86.68,241.23,55.77,0,358146,82056676
India,North,2019,9,24.01,73.8,0,0,3.78,85.75,662.0,46.14,325.3,56.08,0,1094798,250834814
Bhutan,Central,2016,3,27.12,136.0,0,0,2.9,106.23,808.0,63.89,319.65,92.66,0,221985,50860127
Sri Lanka,South,2018,5,24.62,81.1,0,0,6.06,81.83,1126.0,65.63,342.58,41.79,1,330802,75791751
Thailand,South,2015,5,25.03,70.8,0,0,2.48,76.0,517.0,4.55,323.04,93.16,1,4069818,932456985
Thailand,Central,2016,12,26.16,140.6,0,1,2.32,52.82,1191.0,0.07,247.12,88.77,1,4023273,921792820
India,West,2024,7,23.44,88.7,0,0,3.51,70.72,1212.0,43.06,360.33,61.38,0,1093122,250450817
Bhutan,Central,2019,1,39.89,87.0,0,0,1.17,83.27,873.0,92.41,285.8,85.1,0,276794,63417700
Bhutan,Central,2021,4,33.68,150.8,0,0,1.28,78.56,1034.0,81.44,366.61,40.12,1,180503,41355972
Sri Lanka,Central,2022,6,26.33,98.4,1,1,3.4,89.16,904.0,0.53,268.99,61.85,0,242164,55483442
Bhutan,Central,2024,4,18.72,63.5,1,0,5.29,70.95,1098.0,8.17,213.09,65.95,1,193779,44397705
Sri Lanka,North,2018,2,31.68,50.5,1,0,5.8,62.72,472.0,84.88,290.6,67.52,0,468905,107433242
Nepal,West,2019,10,15.98,80.2,1,0,2.96,86.38,627.0,47.78,321.4,64.22,0,224783,51501192
Sri Lanka,East,2020,9,31.34,72.8,1,1,3.37,72.23,1161.0,80.09,294.77,60.84,1,379569,86965010
Sri Lanka,East,2016,1,27.62,152.6,0,0,3.34,77.69,1021.0,48.03,144.1,89.31,1,448255,102702014
Bhutan,East,2019,7,21.91,216.3,1,0,4.04,68.1,615.0,41.52,301.46,55.7,0,192459,44095273
Bhutan,East,2023,12,22.53,130.8,0,0,2.44,83.62,726.0,88.32,436.03,43.46,1,160774,36835760
Sri Lanka,West,2018,5,30.22,143.4,0,0,5.05,62.24,824.0,48.08,323.25,74.32,1,320986,73542757
Sri Lanka,South,2018,11,21.34,75.8,0,0,1.13,76.54,1465.0,88.45,293.04,85.4,0,468741,107395667
Thailand,West,2017,5,31.0,86.1,0,0,5.86,80.44,1389.0,56.3,238.06,49.6,0,4175327,956630696
Thailand,South,2017,11,26.33,61.9,0,0,3.62,69.42,667.0,85.81,321.16,45.89,1,4187380,959392221
India,West,2023,8,30.89,156.9,1,0,4.21,66.02,991.0,0.48,265.78,89.74,0,1136811,260460629
Nepal,East,2022,2,28.38,116.5,1,0,0.38,77.68,1088.0,46.74,307.26,56.98,1,229023,52472640
Sri Lanka,South,2022,7,33.39,62.6,0,0,2.8,73.17,917.0,4.39,306.49,94.98,0,263409,60350994
Thailand,North,2016,8,27.91,81.2,0,0,2.66,89.74,1029.0,28.95,354.28,91.19,0,4103198,940104849
Thailand,Central,2016,6,21.18,59.3,0,0,2.19,96.79,647.0,37.48,375.41,51.63,0,4063526,931015392
India,South,2015,1,26.19,105.3,0,0,5.35,71.69,1590.0,17.09,340.89,73.05,1,1083454,248235732
Bhutan,South,2018,11,19.52,77.8,0,0,4.34,66.01,1602.0,28.83,295.47,84.04,0,144990,33219406
Thailand,East,2015,3,31.17,121.6,0,0,2.27,71.14,1013.0,15.1,307.45,45.77,0,4055378,929148562
Nepal,North,2022,10,27.79,49.9,0,0,2.39,75.77,859.0,37.83,317.92,76.23,1,166596,38169668
Thailand,East,2020,5,14.94,95.4,0,0,1.13,73.04,933.0,71.8,350.39,62.46,1,4181563,958059458
Thailand,West,2021,2,27.22,113.7,0,0,2.09,72.29,989.0,16.99,328.05,72.26,0,4069542,932393749
India,South,2015,4,24.88,130.8,0,0,4.46,75.86,992.0,83.33,314.46,52.52,0,1194664,273715628
Thailand,South,2021,1,32.02,65.2,0,0,3.47,70.47,960.0,98.11,302.65,42.34,1,4237248,970817736
India,North,2024,1,24.45,48.7,0,1,4.08,90.87,1280.0,5.77,262.44,45.68,1,991115,227079467
Nepal,West,2015,7,27.57,118.8,0,0,4.66,81.03,885.0,74.0,269.55,76.31,1,279046,63933667
Thailand,South,2024,3,27.5,154.6,0,1,2.74,80.45,614.0,87.96,265.34,90.92,0,4186193,959120261
Thailand,North,2023,11,26.65,81.0,0,0,2.5,78.12,1389.0,63.23,406.52,87.58,0,4137673,948003594
India,East,2015,9,31.85,99.3,1,1,4.21,74.74,1601.0,11.68,247.17,93.07,1,1092218,250243697
Nepal,West,2017,4,16.07,84.9,0,0,6.19,69.35,1150.0,84.7,313.26,60.15,1,266906,61152209
Bhutan,Central,2021,12,23.3,83.8,0,0,4.19,70.65,982.0,55.12,237.57,48.67,1,194029,44454984
Bhutan,North,2019,5,18.27,106.2,1,0,3.17,82.49,926.0,63.48,245.95,78.24,0,269961,61852156
Thailand,North,2018,4,30.09,78.5,0,0,3.05,75.24,811.0,75.34,335.17,50.41,0,4154195,951789034
Thailand,East,2019,8,29.98,45.3,0,0,3.79,67.72,1328.0,4.0,336.3,48.62,1,4024395,922049887
India,North,2021,12,17.46,79.1,1,0,5.54,43.25,873.0,52.6,253.31,40.04,0,1203120,275653026
Thailand,South,2015,7,28.95,46.9,0,0,3.24,65.96,1334.0,61.39,388.45,89.07,1,4150356,950909461
Thailand,Central,2016,2,27.49,34.2,0,0,2.35,69.18,1019.0,10.6,373.74,74.92,1,4039040,925405279
India,North,2015,12,27.19,80.4,0,0,1.41,91.12,452.0,14.16,301.8,93.62,1,1101906,252463364
Sri Lanka,East,2019,6,24.66,121.1,0,0,3.22,67.54,1417.0,48.75,220.02,66.87,1,384433,88079426
Sri Lanka,West,2017,5,17.22,39.5,0,0,3.41,58.21,720.0,26.12,339.82,88.67,1,294559,67487931
India,West,2024,6,22.91,89.1,0,0,5.81,75.49,1159.0,49.59,367.89,67.21,1,1125217,257804268
Nepal,North,2022,5,21.56,66.8,0,0,3.91,78.76,1125.0,62.02,231.82,93.53,0,291868,66871382
Thailand,East,2016,6,26.64,84.8,0,0,2.18,83.12,1362.0,85.84,284.04,64.25,0,4228571,968829703
Thailand,East,2021,4,24.67,152.5,0,0,0.42,66.21,298.0,33.31,290.61,67.52,0,4120912,944163395
Sri Lanka,North,2019,3,20.36,98.4,1,0,3.54,89.36,310.0,0.4,272.77,84.22,1,343940,78801866
Sri Lanka,Central,2020,9,24.39,147.0,0,0,2.2,66.58,1477.0,72.28,344.96,46.11,1,339221,77720672
India,Central,2022,3,26.59,161.9,0,0,0.92,79.7,1045.0,31.78,319.7,87.01,0,1127870,258412110
Sri Lanka,East,2017,6,28.47,98.5,1,0,5.24,76.8,1237.0,12.58,393.68,47.49,0,263947,60474258
Bhutan,East,2016,8,27.3,184.0,0,0,5.02,82.88,1157.0,96.06,368.18,67.87,0,220812,50591375
India,Central,2023,7,21.98,81.0,1,0,1.52,88.48,182.0,96.1,299.38,61.19,0,1309849,300106257
India,North,2020,6,28.48,77.5,0,0,3.19,74.66,852.0,10.74,347.12,72.55,0,1077586,246891284
India,East,2017,5,24.89,57.6,0,0,5.34,76.55,921.0,69.02,236.46,67.92,0,1202242,275451863
Sri Lanka,North,2015,11,31.85,170.8,0,0,3.91,49.74,986.0,30.78,353.61,57.11,0,286764,65701978
Thailand,Central,2019,5,14.78,121.1,0,0,3.92,74.68,1100.0,21.23,243.85,56.27,0,4111364,941975803
Thailand,East,2016,12,34.39,60.5,1,0,0.16,76.41,790.0,40.53,298.75,73.96,0,4191139,960253465
India,Central,2016,11,26.38,164.5,0,0,3.54,90.94,856.0,13.15,235.32,87.99,1,1135654,260195543
Nepal,South,2024,2,32.1,124.8,0,0,7.36,68.47,713.0,38.49,277.4,81.22,0,192329,44065488
Sri Lanka,West,2015,7,24.04,40.2,0,0,4.76,77.5,915.0,92.05,361.04,58.35,0,385213,88258136
Bhutan,South,2015,2,28.98,77.7,0,0,3.46,73.4,930.0,21.61,365.0,73.81,0,95962,21986348
Sri Lanka,Central,2015,4,27.52,160.0,0,0,4.8,54.87,715.0,63.01,387.35,81.89,1,342659,78508370
Sri Lanka,East,2023,3,24.95,93.7,0,0,2.4,73.87,1373.0,20.63,312.05,67.72,1,276141,63268088
India,Central,2015,3,24.96,123.2,0,0,-0.03,79.63,1099.0,18.62,280.93,64.12,0,1093547,250548191
Sri Lanka,East,2015,7,22.15,117.6,0,0,2.92,74.32,853.0,28.25,294.89,50.51,1,293455,67234988
Thailand,South,2023,9,24.24,172.3,0,0,2.44,81.69,1197.0,19.47,370.46,62.02,1,4057531,929641847
Sri Lanka,West,2017,8,13.94,48.1,0,0,2.53,85.77,1095.0,11.67,325.79,60.55,0,246648,56510794
Thailand,North,2019,11,25.58,78.2,0,0,3.74,66.47,751.0,10.81,250.87,45.19,0,4073074,933202984
India,Central,2020,4,26.72,85.3,0,0,3.17,76.48,1372.0,26.55,327.96,83.88,1,1085413,248684568
Nepal,West,2017,2,27.04,144.5,1,0,2.58,76.49,862.0,45.86,277.83,94.6,0,253984,58191583
India,West,2023,12,15.4,50.1,1,0,3.16,60.88,1235.0,34.66,360.12,73.07,0,1120093,256630282
Bhutan,West,2019,2,18.37,111.3,0,0,4.15,94.1,1561.0,22.69,424.14,75.49,0,38695,8865610
Bhutan,Central,2019,11,19.41,40.8,1,0,4.77,69.74,831.0,55.66,241.33,45.69,1,232978,53378790
Bhutan,North,2020,1,22.47,72.9,0,0,3.14,74.84,1121.0,88.85,361.07,50.33,0,211204,48390037
Bhutan,Central,2022,12,23.5,149.7,0,0,4.08,72.16,956.0,78.03,201.43,62.21,1,276613,63376230
Sri Lanka,Central,2020,11,17.0,5.5,0,0,3.82,85.3,840.0,77.71,314.95,56.06,0,373754,85632705
Nepal,East,2020,3,18.39,96.2,0,0,1.53,54.28,1062.0,39.31,230.39,66.15,1,213195,48846205
Thailand,North,2022,10,29.26,100.0,0,0,5.43,89.44,603.0,32.02,290.78,77.84,0,4132405,946796615
Thailand,East,2023,11,25.22,79.5,0,0,0.36,70.41,1095.0,36.38,307.1,49.42,0,4095409,938320271
Bhutan,South,2017,11,23.43,56.1,0,0,5.16,60.31,1652.0,58.36,325.91,76.85,1,169986,38946368
Sri Lanka,Central,2021,1,22.65,98.4,0,0,5.94,57.27,472.0,4.17,322.0,90.3,0,265083,60734532
Nepal,South,2017,6,25.18,37.8,0,0,4.31,87.33,790.0,17.68,305.92,78.61,1,162175,37156750
Nepal,West,2018,1,23.62,126.2,0,0,2.92,69.56,849.0,83.0,276.7,90.95,0,295661,67740416
Nepal,Central,2015,4,25.34,45.1,0,1,4.18,77.75,803.0,96.18,251.73,77.74,0,247269,56653075
Sri Lanka,South,2021,7,28.04,162.7,0,0,5.51,60.23,898.0,40.72,339.65,92.01,0,332233,76119615
Sri Lanka,East,2024,6,25.34,174.4,0,0,3.16,68.61,746.0,39.94,399.79,75.57,1,293101,67153881
Thailand,Central,2021,11,22.38,93.5,0,0,4.18,76.01,373.0,7.96,328.38,89.39,0,4070579,932631342
India,South,2019,3,28.33,134.3,0,0,2.87,85.09,1360.0,54.39,336.97,68.07,0,1160398,265864768
Thailand,North,2022,10,20.3,83.2,0,0,4.34,65.7,1477.0,74.65,319.85,51.05,0,4163241,953861610
Sri Lanka,South,2024,12,25.57,112.9,0,0,1.57,64.24,583.0,28.67,232.85,73.44,0,350880,80391925
Nepal,East,2022,1,30.26,140.5,0,0,6.1,75.94,921.0,27.1,218.2,40.14,0,160883,36860733
Thailand,North,2021,6,26.43,106.6,0,0,2.21,87.88,1281.0,96.44,343.32,53.27,0,4210518,964693487
Sri Lanka,North,2024,4,36.01,121.4,0,1,3.05,86.66,708.0,62.73,310.23,79.9,1,294684,67516570
Bhutan,West,2019,10,23.54,164.9,0,0,5.99,73.41,1541.0,61.72,330.93,78.2,1,195289,44743669
India,West,2018,4,25.07,192.2,0,1,4.56,75.83,1508.0,39.01,313.48,63.2,1,1023506,234500736
Thailand,Central,2019,11,25.85,131.1,0,0,6.0,85.55,979.0,66.79,203.15,46.96,0,4215122,965748334
India,Central,2021,10,27.27,38.6,1,0,2.25,64.3,594.0,27.96,279.13,71.77,0,1167018,267381510
Thailand,East,2019,7,25.84,57.9,0,0,2.22,82.78,1224.0,28.0,342.86,60.33,0,4067856,932007461
Nepal,Central,2017,1,40.41,100.5,0,1,2.74,74.24,649.0,33.88,287.9,77.51,1,74901,17160954
Bhutan,North,2022,5,24.07,173.9,0,0,2.54,65.42,800.0,65.09,246.75,82.33,1,244193,55948317
Thailand,South,2021,9,15.48,59.2,0,0,6.0,80.77,894.0,86.65,275.38,53.55,0,4224420,967878646
Thailand,South,2024,2,26.77,43.2,0,0,5.15,69.29,904.0,14.32,301.05,51.49,1,4060702,930368371
India,North,2024,10,26.57,154.9,0,0,4.74,71.55,1101.0,65.5,333.31,85.21,1,1194253,273621462
Sri Lanka,South,2020,1,24.66,56.0,0,0,2.92,96.37,1036.0,12.9,280.33,53.26,0,280977,64376089
Sri Lanka,East,2024,11,27.45,38.9,0,1,6.4,67.7,778.0,32.14,272.42,84.55,0,269878,61833140
Bhutan,West,2015,1,25.62,36.9,0,0,2.79,68.6,1316.0,80.12,272.97,88.94,0,269588,61766696
Bhutan,East,2020,8,23.03,166.5,1,0,5.82,76.83,1539.0,29.14,284.68,85.85,1,205538,47091870
Nepal,East,2022,1,29.71,52.7,1,0,6.15,68.24,1037.0,89.57,257.3,80.35,0,364227,83449925
Bhutan,South,2024,6,32.47,79.4,0,0,3.94,89.71,1512.0,79.72,338.46,61.65,1,206297,47265769
Sri Lanka,South,2017,6,29.08,87.1,0,0,3.25,71.43,1184.0,92.48,323.86,79.47,1,430930,98732594
Thailand,Central,2015,1,23.31,155.2,0,0,2.77,86.32,1028.0,28.52,318.3,60.28,0,4078576,934463576
Thailand,West,2015,2,22.55,113.4,0,0,4.57,72.89,1218.0,99.9,264.37,64.16,0,4265626,977319565
India,East,2024,5,20.56,127.3,0,0,3.94,73.12,962.0,25.76,346.38,75.57,0,1076994,246755648
Sri Lanka,North,2019,7,23.55,135.5,0,1,3.02,78.32,1477.0,16.55,305.5,80.73,1,218651,50096257
India,South,2016,6,23.23,93.6,0,0,2.69,91.89,987.0,5.13,309.93,46.52,0,1043170,239006057
Nepal,North,2019,7,22.91,135.2,0,0,1.08,64.9,781.0,16.28,304.05,72.05,0,137218,31438723
Nepal,North,2017,10,29.84,68.9,0,1,3.7,71.28,884.0,11.75,312.27,58.46,0,39988,9161856
